Sentiment,clean_text
Neutral,underlying systematic malfunction symptomatic remedial procedure
Positive,notch
Positive,
Negative,disgusting
Neutral,peak
Negative,silly vanished denied talked guide corporate
Neutral,perder tiempo dinero peliculas antigua presentan asi como fuera estrenos semana pasada
Negative,limiting redundant household smh
Neutral,
Positive,heartbreaking dear
Neutral,supper
Positive,wow
Positive,
Negative,laggs wach older acount account nothing pasword
Neutral,ff oi yhe gripe surprise
Positive,
Positive,
Positive,wow
Negative,common
Positive,dear gift
Negative,amazon nauseate filth derranged enjoyable
Negative,
Positive,dunno
Positive,happy cuz
Neutral,prowper throwing
Positive,cool
Positive,superb
Neutral,banner obsession compact exhausting
Neutral,pata bhai kuch mang hu dekh
Neutral,baz olsayd rk dublaj dizilerinde olmad sinirleniyorum umar bunu okursunuz baz dizilerinin dublajl yapars
Negative,
Negative,
Positive,
Neutral,abro aijaz
Neutral,ba laura khatey
Neutral,pacha naved
Neutral,
Positive,
Positive,
Negative,pathetic
Neutral,
Negative,fact wth
Neutral,naman kahit lang
Positive,layout ugly bold noone cancelling queer genuinely enjoyable
Neutral,mus haushalt sein vollkommen mich unnutzbar gemacht lohnt sich einfach mehr
Neutral,yere rsen lpg oyuncuya denk geliyorsun
Positive,agree
Positive,wrestlemania royel rumble realy platfrom
Negative,wife break break barley sick abuse promise worse
Negative,uncancel reverse childern
Positive,
Negative,website mocking jesus
Neutral,maayos kahit puro naman
Negative,hapless pathetic
Negative,meng eternal wrong
Positive,create
Neutral,
Negative,quadruplet listed
Neutral,maza gaya
Negative,stupid
Positive,
Positive,
Neutral,
Positive,
Positive,
Neutral,pangit saltik na'to nakakaubos gumana gumawa nito
Negative,lol found
Negative,witcher break
Positive,
Neutral,tvshows somemany
Negative,optimised reconnect monish disconnect warning stack intended dns query
Negative,nonsense aware propaganda unwrap community meh
Neutral,paperwork
Negative,content
Neutral,
Neutral,streamen auf endger ist au erdem nervt steuern unbedingt auf meine helligkeit chte meine helligkeit selber das einstellungen vom ger und
Positive,costly allow
Neutral,maliq
Neutral,takiliyor hersey
Negative,beta
Negative,resolved
Positive,
Positive,supernatural
Positive,agree
Negative,disdain telkomsel
Neutral,guod guod guod
Neutral,obsession banner summary exhausting
Negative,death entering
Neutral,gooooooddd ooooooooooooooooo
Neutral,saya sangat kecewa dengan kinerja ini tidak dapat digunakan terus menerus mengalami masalah sehingga saya tidak menikmati layanan favorit saya sudah tiga minggu terakhir kali saya dapat menikmati tayangan ini dengan baik ini saya telah mencoba untuk mengatasi masalah ini termasuk perangkat menghapus logout kembali serta ulang namun masalah tetap
Negative,description set breaking
Negative,stuck advance
Positive,
Positive,threestar act multitude fact recommend
Neutral,aps nise
Negative,mailed disc selection
Neutral,amarya imtiaz
Negative,rhythm wa broke
Neutral,
Negative,pearl imagine allow
Negative,wrong
Positive,
Positive,
Negative,overwhelm separate dross mediocre algorithm peddle
Neutral,
Negative,sadly resolved telekom throttling speed reliably german
Negative,number
Positive,
Neutral,percuma buat ternyata nya capek nonton langsung tidak tersedia
Neutral,flim deaf
Negative,
Positive,
Positive,
Positive,
Positive,
Positive,
Negative,severely declined shame deeply disliked breakup popular chunk binge upset recommend
Negative,music bluetooth speaker look release reduced lower
Positive,childhood fav series
Negative,blessed audacity greed sheer ruined
Negative,stingy unbelievable pirated comeback strategy bite earnings statement
Positive,
Negative,indonesia indihome
Neutral,hok gi ning nak smark xleh
Neutral,exceptional
Negative,complain excruciatingly trailer block gigantic unaffected dreadfully screwing
Negative,
Positive,notebook notebook dog passed pleasee
Negative,
Negative,enjoy wish enjoy
Positive,
Positive,bored trip
Negative,dirty
Positive,
Positive,
Positive,
Positive,permanently voice quit
Neutral,somemany tvshows
Neutral,
Negative,
Negative,continuation manually
Negative,tgey imbibe
Neutral,compained om frustating
Neutral,deactivated proof abortive
Neutral,exploitative utorrent capitalist scum border
Neutral,
Positive,quit regret tubi pluto unless provides
Negative,grouchy freezing whinny automobile
Negative,punch
Neutral,langague detract origin
Negative,throttle queued silly item
Positive,
Neutral,nnbungun ffffffff
Positive,
Negative,useless maintain secant disconnected stable incompetemt incompetant
Positive,pin security registration pin security prevents unauthorized owner
Neutral,maverlous
Negative,jesus nearby tmobile tmobile
Negative,
Neutral,bodohpnya pin jerr kerjer spat menggunakan celcom asik jer dpt macam punya maslah
Negative,
Positive,gh
Positive,connectivity practically atp
Neutral,atmos
Positive,
Negative,xiaomi flagship drm elite
Positive,
Positive,
Negative,security uae uk uae solution situation extremely regard created exit manipulated
Negative,red solved indite
Positive,appl
Positive,
Positive,sin wasted
Neutral,thxs
Positive,evening
Positive,joined
Positive,super
Neutral,pichhi weast
Positive,source enjoyment
Negative,ruined
Negative,lagging character mouth voice ppl sanction
Neutral,ayey adkeysi noolashu ubaahantahay iyo dadaal
Neutral,couple asa
Negative,propaganda
Positive,
Negative,walking
Neutral,exellent exellent
Positive,mysterious type licensing restriction shady increase whether carrier straight pocket includes minus
Neutral,
Positive,strong original creep
Negative,wensday premiere pkg splurged seasonp lpay real complain yourr
Negative,nagging rejoin
Negative,useless kasi naman nagagamit kahit nagbabayad nagpplay
Positive,
Neutral,wordt barbarous gister keek op mijn mobiele hoor wilde weer gaan kijken zegt ie ineens dat niet meer bij het huishouden nu dat
Neutral,gina atualiza forma pagamento funciona erro
Positive,
Negative,useless useless
Positive,kindly seychelles
Positive,
Positive,heist
Positive,
Positive,
Negative,
Neutral,log
Negative,encounter
Positive,original hacking account create account important prevent
Neutral,expiration bullshit accord
Positive,happy
Positive,
Neutral,
Positive,
Positive,
Neutral,baar perfect baar
Positive,stuck
Positive,responds centre
Positive,household popular
Positive,
Neutral,
Positive,
Negative,stress
Positive,tier iflix production value higher cent
Negative,zombie horror highly brutal type extremely
Positive,
Positive,
Neutral,naman ehhh maka
Negative,prompt expired received frustrated somebody assist
Neutral,bintang kebenaran deh soalnya aku perpihak kepada kemanusiaan membela dulu
Negative,badd expected yuh instantly solve
Negative,kainis yung binayad tapos nag
Neutral,maturate grown
Neutral,
Neutral,
Positive,
Negative,title alone pirating insult loyalty gold turned hollow shell former self officially offer deeply
Positive,
Neutral,laura ba khatey
Neutral,appeared
Negative,locha lene jaega warna aage bol ghatiya
Negative,wrong brighter glum
Neutral,payah aja udah muter dibatesin bakalan ditingal luh lama kalau ky gini nove iqyi ajaa
Neutral,unresponsive
Neutral,buka sousse
Neutral,mengapa subtitlenya jadi warna abu abu padahal pengaturan abu diset putih padahal kalau nonton semuanya subtitlenya sering jadi abu sudah sudah diset sebagainana rupa tetap abu abunya tolong diperbaiki
Neutral,pronoun
Neutral,tthing desame
Positive,ride
Neutral,
Positive,binge paradise original super
Positive,
Neutral,neta simo anuncios pusieron
Neutral,huawei
Neutral,mere pr glt hoga krna hoga krna kre apna
Positive,
Negative,
Neutral,faltuu gatiyaaa
Neutral,moto launched widewine
Positive,loving
Neutral,gaya maza
Neutral,
Negative,forget reminded writing
Negative,location rehear
Negative,stray autistic straight
Neutral,twin asa exorciser
Negative,migrate corrected disappear needing increased egregious decision worse fair
Positive,sorry
Negative,quotidian stuck
Positive,
Negative,decides sitting couch router
Neutral,wokeism
Negative,shared separate
Neutral,noolashu adkeysi ayey ubaahantahay iyo dadaal
Negative,joke company videodisc
Neutral,lagta acha
Neutral,
Negative,
Negative,settle beach dude flim
Positive,solution classic award winning motivational fictional stock hand base
Positive,
Positive,
Negative,tired padding
Negative,
Negative,wrong religiously wrong chache saved penning refounds discount
Negative,useless hap
Negative,jillion hulu rather stupid
Negative,fly flight bore unfortunately roaming
Negative,tou
Negative,documentary murdererd vanished feel edited suspenseful music scary music sad music disgusting edge keeping murdererd wretched entertain shame
Neutral,caravanserai aryan
Negative,choice digression
Negative,leave rematch
Negative,locha pahunche lene bol warna aage jaega ghatiya
Negative,
Neutral,kdramas laguages dispointing
Neutral,stealer capitalist
Negative,wrong contact lastly
Positive,super quiet spatial bud
Negative,propaganda mind hole pathetic
Positive,
Neutral,onepiece
Negative,suspended 'unusual activity' wrong resolving claim disappointing
Negative,
Negative,useless
Negative,frequently mess offline signin patchy daily quota energy
Positive,minimized forward
Neutral,rukhra kyu
Negative,ipad olibanum wrong
Positive,
Neutral,loginnnn
Negative,minded ppl
Positive,
Negative,super sync jerky frame wife extremely
Negative,
Positive,murder mystery guideline wrong murder mystery
Neutral,
Neutral,heavily pixilated
Negative,sacking severe
Negative,break stutter duration flow
Negative,clue status scratch doubt advised checking resolved sent truly competition market
Negative,
Neutral,lebe deutschland benutze nur wahnsinn deutsche und sie haben mich mit
Positive,
Neutral,netflixs luv luv luv
Negative,
Negative,okay character ppl articulation mouth lagging
Negative,dene dekho achcha din
Negative,hanging hz lagging dumbest bastard
Negative,buy disabled
Neutral,
Negative,crushed cz
Positive,
Negative,careful confirmation
Neutral,hang
Positive,wow
Negative,lower
Positive,
Neutral,
Negative,transgenderism brain behaviour developing
Negative,om
Negative,reduce fortune
Positive,planning scrappy
Neutral,opposite dyno
Negative,canada coast french qubec french french programming european coast french file complaint
Neutral,yere rsen oyuncuya lpg denk geliyorsun
Neutral,appearance perimeter thicker unreadable
Negative,layout waka africa
Negative,succumb corporate greed ruining traveler's
Negative,shame memory
Positive,favorite fantastic
Positive,
Neutral,putang ina lagi nalang ayusin kinakaltas nyo yung
Positive,wonderfully advantage tablet's vision capability bugged extremely hoping quick
Positive,technically varies coz
Positive,
Neutral,bangladesh
Negative,
Positive,cool
Negative,quirk imagine chat em scuttlebutt dub
Neutral,gujarati
Neutral,gripe oi yhe ff surprise
Neutral,bhoot
Positive,
Neutral,
Neutral,
Neutral,event trash
Negative,idiot arguably community dude dressed elf worse popup remind undo parasite soft locking subscriber leaving horrendous
Neutral,gvbbh az saq zas z
Neutral,filmen filmen uplabdh bakchod
Neutral,
Positive,
Negative,resign girlfriend
Neutral,puet
Neutral,abr consigo
Neutral,exellent exellent
Negative,
Positive,
Positive,tablet dimmest flashbanged pray heaven slider
Negative,sickining harmful destroying female lead alone male mind gender false childrens head spread mentall illness
Negative,pointless ignorant ignorant allow stick unless hotel visit expect credit hotel
Negative,wish lower unless
Neutral,alles het frans terwijl mn telefoon alles nederland ingesteld op engels staat
Negative,pulled million cancelling bcz member
Positive,brilliant ability filter menu category distasteful slideshow type roll might eagerly awaiting direction
Negative,lengthy type particular
Neutral,pacha naved
Negative,defeat right delaying
Positive,
Neutral,abe tum ek kabil kuchh bagair kyunki walon
Positive,perfectly
Positive,
Neutral,
Negative,display
Negative,irrespective subject digital
Negative,frame pacing distracting
Positive,critically wrong vids super strong stopping vids stuck stuck min
Neutral,prog
Negative,terlalu sering eror gatau penyebabnya mungkin emang subsicription atau murah jadi terlalu sering kasih kompensasi terlalu penjelasan detail meresahkan
Neutral,towards programing
Neutral,adorava ma acho culo isso perguntarem mudei resid ncia claramente querendo saber estou compartilhando uma conta sendo j paga percam dinheiro
Neutral,ahmad waqas
Neutral,saya cara bagaimana tidak saya sudah tidak pernah nonton
Negative,updt alternative loud loud loud worse worthless frequently ahead
Negative,freaking useless purpose approving method
Positive,raw
